,norm,cross_correlation,correlated_snr,chi2,snr_likelihood
199ae4d152,3.78164748674013e-19,0.00011685397252846922,3.838643271834656e-20,2.7558084331935273e-74,1.0
199f2ff6a3,3.5639083961730257e-19,0.00012510289451257158,1.3653184050179766e-19,2.37851745203879e-74,1.0
19a3004210,3.766441825161209e-19,-0.00023968163614717958,1.63071364974213e-20,3.516821079228599e-74,1.0
19aacae070,3.9735790433898247e-19,-9.427288091366983e-05,2.8591316180374287e-19,3.585320678129347e-74,1.0
19b00a7d5c,3.163147608287952e-19,0.00024397853473458688,4.345850941411094e-20,1.508506792332681e-74,1.0
19b424c9be,4.379195775555187e-19,-0.0008637384069094232,8.496268051998855e-20,6.711748630557253e-74,1.0
19b7ab4554,3.7637323665347987e-19,0.00028771012640343426,6.451803159527103e-20,3.300835781815054e-74,1.0
19bd7773f7,3.2773391704177016e-19,-0.00018646683751321718,8.486533990839785e-20,2.2156114346416048e-74,1.0
19be85af0f,3.56818746666507e-19,9.468433218095217e-05,2.082382152077289e-19,2.684214538909393e-74,1.0
19c65a0007,3.1109333321314016e-19,-0.0003896649043688038,2.7584736667686855e-19,1.4538537113413654e-74,1.0
19cedcdd62,3.2219403561085875e-19,-0.00022710302397818772,1.7801599987708366e-19,1.7393621808037415e-74,1.0
19d0bddd40,3.9628917399721223e-19,-0.0003146763171046825,3.282386834739774e-19,4.0176013115719136e-74,1.0
19d18bdf4b,3.402090955751424e-19,-4.8308224173816e-05,1.5835899331211647e-19,2.1265423310143355e-74,1.0
19d2fbb0e6,4.112476145186868e-19,0.00034079945551539843,6.91515741020857e-20,5.352668102359267e-74,1.0
19da5090b7,3.0630309501941167e-19,0.00017934057877738282,1.445768577262559e-19,1.6807552333904058e-74,1.0
19de0bd628,3.7793056488317305e-19,3.9457985915785886e-05,1.3560705987694405e-19,2.982474264556767e-74,1.0
19e25b23b7,3.4798903773556442e-19,-3.956166978838309e-05,1.8822141650745737e-19,2.548200999467374e-74,1.0
19e5024598,3.1731499939233317e-19,0.00024597291098910415,1.4306374098357023e-19,1.6328932811641583e-74,1.0
19e76eb0a1,3.6135570709402277e-19,-0.00023987508556251727,8.297701019044459e-20,2.8019109045529418e-74,1.0
19e9548fb9,3.6370811604933507e-19,0.00041757479158873335,1.74928178752093e-19,2.9019579317462644e-74,1.0
19edc8dc40,3.6251199234501026e-19,-0.00011748429746867846,7.162677229511328e-20,2.810343419867336e-74,1.0
19f7185463,3.5408565905469117e-19,9.145365583520162e-05,1.4138938081326952e-19,2.597676814171647e-74,1.0
19fc91a3e4,2.967219235102651e-19,0.00010209505341288587,3.5026615321185327e-22,1.2156197036103762e-74,1.0
19fe03cd6c,3.545327550365846e-19,0.0004779965238864482,1.1182356697847064e-19,2.499963435349053e-74,1.0
1a03655c16,3.6635274995857684e-19,0.00040474364998608703,5.0976217544460386e-20,2.425762306485281e-74,1.0
1a07a5540d,3.1094298606403373e-19,-0.00011635518407710976,2.0259348651810172e-19,1.4049278395613716e-74,1.0
1a0e3fb87d,3.749944416668254e-19,0.00016184277965962016,1.2556598898741916e-19,2.7714596773016555e-74,1.0
1a0fd17acf,3.146099393711523e-19,0.0005104512308393916,1.0074103379220334e-19,1.7425783262131717e-74,1.0
1a105b638b,3.7178570651636006e-19,2.305753067362848e-05,1.1854838016284677e-19,3.90301255966319e-74,1.0
1a10d2e7de,3.9247318275022643e-19,0.00012075855397701553,2.2386818716679274e-19,4.295891961200469e-74,1.0
1a125ee448,3.520525955508946e-19,4.183804912780575e-05,2.7365279502297236e-19,1.9268052926309602e-74,1.0
1a151c3013,3.3984390989999446e-19,0.00022907560781517796,6.446678608341212e-20,1.863885254783379e-74,1.0
1a17156f4f,3.2183360603470435e-19,-0.00038289309928313204,5.670795585243766e-20,1.9807721999606024e-74,1.0
1a1f2827f0,3.4851050678058616e-19,0.00035393660287478943,7.999769116901703e-20,2.7077447934261702e-74,1.0
1a2d2f6f4c,3.002266723788799e-19,0.0001865118236337688,8.403285536631785e-20,1.246020685536995e-74,1.0
1a30c514a9,4.0800044696403014e-19,0.0001440567839622511,8.852237612664691e-20,4.610995692055384e-74,1.0
1a32218dbf,3.652380258896297e-19,-0.0007211737530866396,1.304486673440823e-19,2.6300247661507876e-74,1.0
1a32b13363,3.4745863634068046e-19,0.00015396894320310849,4.305438950547659e-19,2.0115370021871484e-74,1.0
1a3a3263f9,4.2941666048490257e-19,-8.702979184832935e-05,1.7059212168871005e-19,6.345269003844525e-74,1.0
1a3c0cb4c8,3.334040176723933e-19,-7.970067986880611e-05,2.239447477947255e-19,2.074524846844675e-74,1.0
1a3d278005,3.4651999014315492e-19,0.00019151424253519293,3.261910270360286e-20,2.5015612886142092e-74,1.0
1a3f1d3683,3.4959619628406386e-19,-0.00023185233151826868,3.485297840976906e-20,2.6998442113836264e-74,1.0
1a450d5e8e,3.2617743988826573e-19,2.7705681132627358e-05,2.4761855260970313e-19,1.5299290154936052e-74,1.0
1a45821cb9,3.8403084111752966e-19,-0.0001734395070557105,8.460736333082651e-20,3.614614607999092e-74,1.0
1a4a20830e,3.143397895833448e-19,-0.00018450301749537416,3.168892091082996e-19,1.2790220661766053e-74,1.0
1a4bb0ee7d,3.2770272546398584e-19,0.0001630018058483947,2.898128403561444e-20,1.8222024030180825e-74,1.0
1a4ff958f8,4.958079437929887e-19,-4.491503764521567e-05,1.03828623521638e-19,9.510064663865107e-74,1.0
1a537031e5,3.0586639502368654e-19,0.0002738323194282038,6.376226689559366e-20,1.5257069002626207e-74,1.0
1a54db1660,3.2766811928501253e-19,-0.00014448914505517962,2.972896379990436e-19,1.5592837536845965e-74,1.0
1a5f9863c6,3.6699268165855054e-19,0.0005241971015183498,1.0777652219691972e-19,3.282284152957398e-74,1.0
1a633c5c46,3.249130919048954e-19,-0.0003067542041601803,3.0409200249780016e-19,1.671339066561708e-74,1.0
1a63dd9e4d,3.9512827878582847e-19,-0.00012414714099726507,1.1409542827483952e-19,3.939262724939063e-74,1.0
1a64d77956,3.066716611647971e-19,0.000303786045652325,2.903926477658253e-19,1.4015300656376479e-74,1.0
1a69395f2a,2.850246457031098e-19,4.85765922778858e-05,2.252580700409591e-19,9.08230750176712e-75,1.0
1a7511b59c,3.321034454539198e-19,4.588525763519073e-05,3.3097410822073194e-20,2.0654892869705642e-74,1.0
1a7aba4931,3.286062301610324e-19,8.446452094334564e-05,3.2181110665210844e-19,1.4885922808775333e-74,1.0
1a7fb73b06,2.523272185251269e-19,0.0005085397412028108,1.3373260368587247e-19,5.45459815127412e-75,1.0
1a81d662b5,2.96316466215368e-19,-4.978201865839243e-05,1.1341142645865438e-19,1.1564362951628305e-74,1.0
1a847907a1,3.6079922360003475e-19,-1.7211654202187792e-05,2.8170611783519823e-19,2.6225290356005497e-74,1.0
1a8a9c05b2,3.707490875039176e-19,-0.000364037611019166,2.672084928749686e-19,2.4826229673909246e-74,1.0
1a8eab5764,3.422942843726777e-19,-0.0004407645832960967,3.2091080692802037e-19,2.2157406992920977e-74,1.0
1a902ff585,2.904762207212637e-19,-0.00017859372695647313,3.325117552690552e-19,9.382298837226596e-75,1.0
1a916109b9,3.7652036890107377e-19,0.0001334768077887843,3.061592049452074e-19,3.6859832858111715e-74,1.0
1a9199e005,3.715174723373944e-19,-0.00036030622333178277,2.6702719547398678e-20,3.0570563291374658e-74,1.0
1a921cde44,4.589257572519538e-19,-3.635740045238297e-05,2.499130111846877e-19,7.591504298684415e-74,1.0
1a964db546,3.805587447425114e-19,7.420953064180793e-05,1.9326229968838825e-20,3.2906726526010357e-74,1.0
1a978fe146,3.0970499247464237e-19,-0.0003309720060137332,3.826880214192477e-20,1.57007387987295e-74,1.0
1a9a0563b8,3.749551911618691e-19,0.00034506704795912296,1.6798370933225613e-19,3.2093616211899223e-74,1.0
1a9b4d713c,3.3562414462505905e-19,-0.00034453275646116653,2.174879374790328e-19,2.178972652021126e-74,1.0
1a9d49a96a,3.4150723669571326e-19,0.0008237887191669077,3.8417155356585757e-19,1.7932996723589925e-74,1.0
1a9f02e19c,4.1200181574921e-19,-7.602308742403887e-05,1.4903363055094284e-20,4.739302468501043e-74,1.0
1aa4585a6a,4.0709137441785345e-19,0.0004501927724508115,1.1025893230091785e-20,4.546115443000389e-74,1.0
1aa4872268,4.276567155687228e-19,-3.886892316598412e-05,3.370823212489172e-19,5.001364758370366e-74,1.0
1aa6a20529,3.183083942528932e-19,-3.933565658724563e-05,4.755670062940315e-21,1.5182062534703992e-74,1.0
1aa7bcab8d,3.291373364809567e-19,-0.00026148983452518957,1.8987820869823715e-19,2.573831640209393e-74,1.0
1aaa4339f0,3.7303469347069384e-19,-0.00010686111548008138,2.8541040687413627e-19,3.014340454259138e-74,1.0
1aac8513eb,3.3499505856215216e-19,-1.002176655578493e-05,1.0354076845193785e-19,2.7132258394658144e-74,1.0
1ab0777e4d,3.21174275916512e-19,-0.00037535965560807154,4.020466618264433e-20,1.9414759805374297e-74,1.0
1ab17803ff,3.0699191870474526e-19,0.00031938985483312096,1.156557880818775e-19,1.2652372136180508e-74,1.0
1abab718dd,3.774752969722162e-19,0.0004090424287337202,1.0968903254471974e-19,3.356582605305918e-74,1.0
1ac0e49d74,3.8394911651236287e-19,0.0001808068353162412,3.3172256378323657e-19,3.2389505759988585e-74,1.0
1ac3d08537,3.1296423365630765e-19,0.0003614861982342635,3.559727324304993e-20,1.744559226878529e-74,1.0
1ac8ad1e84,3.3735701521581114e-19,-0.0003796149221013682,1.0757296584049213e-19,2.5794229142878135e-74,1.0
1ad077b991,3.4824818640718885e-19,0.00011883337792513103,7.365624598038805e-20,2.265481385342554e-74,1.0
1ad0b96d11,3.363670324228171e-19,0.00040294526245689523,6.43404187228546e-20,2.8525219993955386e-74,1.0
1ad24329d5,2.8187857559804655e-19,-0.00010633739645511937,3.9948125075890586e-20,9.198464203678287e-75,1.0
1ae0034fa1,2.773933542271304e-19,0.0006635255253431824,2.393408697270364e-19,1.0400686947803009e-74,1.0
1ae5c5c8b4,3.610799256486899e-19,-0.0004587325943926582,8.222130668956628e-20,2.887052483742144e-74,1.0
1aeaf95bda,3.2384024977925045e-19,0.00022066747584550936,1.9553784764753963e-19,1.7830749500264464e-74,1.0
1aeb0eb533,2.8027211376842005e-19,0.0008624960731963176,2.638036672193358e-20,1.0769221304202557e-74,1.0
1aeb8d6b73,3.398949008977111e-19,-0.0003652997827171357,1.5040478725360527e-20,2.8838218035980086e-74,1.0
1af0c35d2b,3.5132152148061443e-19,0.00014007402213003317,4.917020167796613e-20,2.4704562082398873e-74,1.0
1af13c9e10,3.3011627026721027e-19,-0.0001087037403799341,1.3369762266070571e-20,1.966766585412859e-74,1.0
1af15a0c18,2.694067958807736e-19,-3.743685351098184e-06,1.2481180894910173e-20,7.704152083344499e-75,1.0
1af18f1621,3.0791996589992884e-19,-0.00018698532296860837,3.949654046489292e-19,1.0849223043430521e-74,1.0
1af70a923b,3.5210794508102106e-19,-0.00032432544718025554,9.198241229351158e-20,2.4573369945389755e-74,1.0
1afa8abf54,3.0564059451802856e-19,0.00021755145738230224,2.141263899096645e-19,1.2874370769808587e-74,1.0
1afc03681e,3.15830821216642e-19,0.00011580142581213518,7.575360253292739e-21,1.4230847370694223e-74,1.0
1afd9dfe9a,3.443785947417837e-19,-9.924101730870302e-05,1.3829421259868804e-19,2.298392285685782e-74,1.0
1afdf67273,4.206682287183415e-19,-8.558998469194103e-05,4.043735072662588e-20,5.0250436648918805e-74,1.0
1b04076af3,4.0529312971201752e-19,0.00029627988417772045,1.290317877568522e-19,4.382537154399769e-74,1.0
1b0428f0c9,3.261191838479477e-19,0.0002122953751443283,3.822703445904237e-20,2.054459983473878e-74,1.0
1b05cfed9b,2.756659832012576e-19,-3.87635993216396e-06,9.160083693377465e-20,9.499921084530867e-75,1.0
1b0be24b64,3.445585416339816e-19,-0.0004297695505684257,1.3633961414879383e-19,2.3331460939344376e-74,1.0
1b0d0fc1a2,3.6724247637158313e-19,0.00026663219857871054,3.5238299199732247e-19,2.588346984102257e-74,1.0
1b1aebd989,3.195876013367908e-19,8.782029230085684e-05,1.3869387087264193e-20,1.7881090678319994e-74,1.0
1b23dfe0ec,3.0659359301329325e-19,6.532335141483229e-05,3.16930420550569e-20,1.5461474553219995e-74,1.0
1b279ff0cf,3.4539476696567612e-19,-0.00011067313073224262,8.85343868274316e-21,2.500057954481128e-74,1.0
1b2ab206e9,2.9710327239505384e-19,-6.495368994647365e-05,9.35839405449731e-20,1.2592608767830828e-74,1.0
1b30cfa9be,3.768387869648005e-19,0.00013719546289944136,1.1486215851498394e-19,3.052797143754993e-74,1.0
1b415eeb6c,3.1127504095223493e-19,2.8858097891998432e-06,1.981885878932408e-19,1.669087944536522e-74,1.0
1b41c88be0,3.378098739332634e-19,0.0003938798883185354,2.210632035996045e-19,2.237748048579641e-74,1.0
1b437d3352,3.722448787876219e-19,0.0005426929724852077,1.3342652341039325e-19,3.070069488997658e-74,1.0
1b44f2d756,3.061121674636535e-19,-0.0003548481428227698,9.652617337498922e-20,1.3109717910207857e-74,1.0
1b47db7b6f,3.4308335420348115e-19,-0.00013536060322793405,1.2522884480454816e-19,2.0193067638951557e-74,1.0
1b4f51af2b,3.380138628710658e-19,0.00021525506042090103,4.5430908820573336e-20,2.2327923058485815e-74,1.0
1b4fd7ae15,4.122117587317976e-19,0.0001971864711423665,1.6566478337954883e-19,5.3618630093522866e-74,1.0
1b51bbfb25,3.267466508890208e-19,-0.0001860569397393906,5.12539030337169e-20,2.180718142234456e-74,1.0
1b539d7c72,3.5769656536870253e-19,-6.783980110439091e-05,2.6182338570953696e-19,2.4006675767644966e-74,1.0
1b58369510,3.1458421857779013e-19,0.0001125616943167592,1.391548634410446e-19,1.942471679092512e-74,1.0
1b67d3626b,3.12307770760181e-19,-0.00012604499605976488,1.5531849891917543e-19,1.5190324206202988e-74,1.0
1b71bda115,3.518664515877885e-19,0.00022929875270843964,4.812369661858399e-20,2.4351502602893997e-74,1.0
1b735de461,3.444017161562251e-19,-0.0002904730643759,1.8014015985204224e-20,2.7155567018406426e-74,1.0
1b7f2e0fe5,3.1775052801666545e-19,3.481815924051218e-05,2.733783393733877e-19,1.3892262468713242e-74,1.0
1b8666e9cf,3.1965335001220683e-19,-0.0001105817030029093,5.089358787152793e-19,1.207498448485383e-74,1.0
1b87758cee,3.1181546886540616e-19,0.0003026458226541121,1.7866660508846814e-19,1.4296812015222682e-74,1.0
1b88f0485b,2.9849927332695513e-19,0.00022868463919260184,2.822559886084614e-19,1.1178845751609808e-74,1.0
1b89c1af22,3.279855519073666e-19,-5.812397180987728e-05,4.04073981828646e-21,2.0157497465223268e-74,1.0
1b8a0d3e0e,2.940884333246274e-19,0.00016976882252849583,2.5511775307155786e-20,1.2518340425781954e-74,1.0
1b90f2e786,3.2179471138180257e-19,-0.0005352467404014854,2.4469323415099147e-20,1.960103102326806e-74,1.0
1b92662f0c,3.0353712596457803e-19,0.00044946205136053066,9.883421976875034e-21,1.3109756742734329e-74,1.0
1b9671d258,3.88436555503952e-19,0.0001269102093814896,3.8428469809516473e-19,3.4847620440136704e-74,1.0
1b9849ef38,3.677569938614322e-19,0.00027700675293483736,2.1264599064496368e-20,3.744104995040018e-74,1.0
1b99fd8bd4,2.452711247767579e-19,-0.00046343860168406357,1.9749578553045347e-19,4.909748485691056e-75,1.0
1b9c434b01,2.8996433925861487e-19,-0.0002937460476156186,6.321043678605367e-21,1.018853198954646e-74,1.0
1b9d6e1765,2.967110813545348e-19,-0.000213372677305738,1.4339748409680883e-19,9.35015302370091e-75,1.0
1b9fff123f,3.5874306065518597e-19,-0.0002780933191738305,2.82263306388547e-19,2.8130785293856448e-74,1.0
1ba274d2da,2.842861306019181e-19,-3.184381166997257e-05,3.002368009709389e-20,1.0065394501623793e-74,1.0
1ba301d7a3,3.875908646611614e-19,0.0001583169182908266,1.0870981392958818e-19,3.881636518335523e-74,1.0
1ba7235e1b,2.991768660264932e-19,-7.787694124171295e-05,2.852552637281201e-20,1.2000221938142954e-74,1.0
1bb2ddcf9e,4.1393906097843567e-19,0.000553781102496849,3.34308990676997e-19,5.698408126454941e-74,1.0
1bb7dc8aad,2.6559240311104697e-19,-1.5281306624257768e-05,4.822399097127874e-21,8.258114607191804e-75,1.0
1bb96b8e27,2.6611885148266017e-19,4.835843040185423e-05,8.712525326677313e-20,1.0367963761409225e-74,1.0
1bb96f7885,2.859000624173213e-19,-7.722069128261638e-05,1.2207223333085314e-19,1.2052154801474737e-74,1.0
1bbe2c5cfd,3.397944989091305e-19,0.0002970155079031131,1.8977876033613583e-19,1.890757362542821e-74,1.0
1bc3c57e24,4.634758460751283e-19,-4.154484682260606e-05,8.890930643060012e-20,9.289012437874139e-74,1.0
1bc627c04c,3.2100784697833784e-19,0.0005795160505024532,3.0631292422882067e-19,1.467014384487396e-74,1.0
1bcec97629,3.181924236383105e-19,-0.00016498026712193846,2.6936136499611476e-19,1.7290483523103667e-74,1.0
1bd84b5535,4.1101205184346774e-19,-0.00031744424395196454,6.353169359194124e-21,5.295914847903926e-74,1.0
1bda1d7c8f,3.756146825591717e-19,0.00012258676073465113,1.3403787168780318e-19,3.4309395275502638e-74,1.0
1bdfef640d,3.607720728568404e-19,0.0005891636515207112,2.7703883907810727e-19,3.191160402576705e-74,1.0
1be454be5f,3.255198869149345e-19,-0.0003546281894178498,5.6310341282255e-20,1.7784697462670153e-74,1.0
1bee642b31,3.2787129789897047e-19,5.047950185606092e-05,3.882701056487338e-20,2.0709475136524454e-74,1.0
1beee6414d,3.102689589116476e-19,0.0004745106303241615,1.8967166771844016e-19,1.4377738602023988e-74,1.0
1bf29fff5c,3.427417289067562e-19,-9.180179969250377e-05,9.897493332922073e-20,2.4487771410813523e-74,1.0
1bf2aa980a,2.88782047158691e-19,9.128241516428527e-05,6.727485970021466e-20,1.2902495242111847e-74,1.0
1bf5d78de9,3.068467833920421e-19,-0.00027818517804609015,2.4172509842903954e-19,1.3987289949004083e-74,1.0
1bfee94c01,3.5971181482768034e-19,-0.00012223963125886298,2.1583680574425068e-19,2.582046100833236e-74,1.0
1c08a710d1,3.1700772411025315e-19,0.00034948570729307786,1.3123047832155145e-20,1.7335826510651927e-74,1.0
1c0c510b27,4.067028248382654e-19,0.00014783659636353664,1.9635692275999527e-19,5.573952596586692e-74,1.0
1c0e2fda88,3.1457380715151422e-19,2.8140444385687074e-05,2.1019846212364786e-19,1.3434620466791449e-74,1.0
1c1070af1b,3.104040524901062e-19,-2.2310535718481633e-06,3.661306287085748e-19,1.2044491956926383e-74,1.0
1c10dd4053,3.138954195603119e-19,6.571138030869972e-05,2.865375991460081e-19,1.7434952726212994e-74,1.0
1c12a6a3b4,3.091772267401741e-19,1.6081156964215957e-06,3.2160088033457485e-19,1.0294200611537636e-74,1.0
1c13411ae3,2.8927081539049692e-19,0.000233340265799333,5.764043735415126e-20,1.0826229379467977e-74,1.0
1c14aafed1,3.15888672825414e-19,0.00023167355146000172,7.45569344908381e-20,1.284554898992171e-74,1.0
1c14f519f7,3.600207451696355e-19,0.00038043880786595125,1.5433322776559337e-19,2.684812315309992e-74,1.0
1c153b3767,2.9746747834728163e-19,-0.00019433657626456726,3.110741009521152e-19,1.1019750367597737e-74,1.0
1c1efb619a,2.7441457016787146e-19,-0.0002418411785317798,1.3668951992748364e-19,9.355628811210979e-75,1.0
1c21a48c9f,3.072047573316023e-19,-0.0005328245334039011,1.0933069825720627e-20,1.3196480220486748e-74,1.0
1c2223b9f1,3.8315607656749415e-19,0.00033207967396743084,4.650948085804405e-19,2.6388710747344103e-74,1.0
1c29d90e0c,3.590045115016137e-19,0.00024323371220763315,2.7019886991787223e-19,2.586370514314963e-74,1.0
1c29fe1a1a,3.772200085834013e-19,-9.050263819615203e-05,1.4047255836880326e-19,3.443601089111848e-74,1.0
1c303efb3a,3.367262508674011e-19,-5.3766305332793784e-05,7.028587223180616e-20,2.0834296757065852e-74,1.0
1c30a8cb69,5.216257012824828e-19,-0.00026633916527728056,1.6029004777336697e-19,1.4875818297956245e-73,1.0
1c3170f9d5,2.548780446572056e-19,0.0006193687286511263,2.377313335391433e-19,4.858399393659859e-75,1.0
1c347dfae3,4.1789394357027044e-19,7.465864465562526e-05,1.2963724586971014e-19,6.450105369639134e-74,1.0
1c3825994f,3.701742587146183e-19,6.196109994581249e-05,1.5817344645453614e-19,3.127424174411824e-74,1.0
1c39b5ebbe,2.888060439633329e-19,0.0001296270980978511,1.0221049995159575e-19,1.0511634092425476e-74,1.0
1c3c878c0c,3.4103888454146755e-19,0.00016808793442379253,1.1560042953472032e-19,2.317361106098456e-74,1.0
1c3d501957,3.0322536230050446e-19,-0.00017182529991239162,1.8727553484343657e-19,1.2626620137774195e-74,1.0
